	dataflowId	agencyId	version
508	C21_G08_UCL	ABS	1.0.0
509	C21_G09_CED	ABS	1.0.0
510	C21_G09_LGA	ABS	1.0.0
511	C21_G09_POA	ABS	1.0.0
512	C21_G09_SA2	ABS	1.0.0
513	C21_G09_SAL	ABS	1.0.0
514	C21_G09_SED	ABS	1.0.0
515	C21_G09_SUA	ABS	1.0.0
516	C21_G09_UCL	ABS	1.0.0
517	C21_G10_CED	ABS	1.0.0
518	C21_G10_LGA	ABS	1.0.0
519	C21_G10_POA	ABS	1.0.0
520	C21_G10_SA2	ABS	1.0.0
521	C21_G10_SAL	ABS	1.0.0
522	C21_G10_SED	ABS	1.0.0
523	C21_G10_SUA	ABS	1.0.0
524	C21_G10_UCL	ABS	1.0.0
525	C21_G11_CED	ABS	1.0.0
526	C21_G11_LGA	ABS	1.0.0
527	C21_G11_POA	ABS	1.0.0
528	C21_G11_SA2	ABS	1.0.0
529	C21_G11_SAL	ABS	1.0.0
530	C21_G11_SED	ABS	1.0.0
531	C21_G11_SUA	ABS	1.0.0
532	C21_G11_UCL	ABS	1.0.0
533	C21_G12_CED	ABS	1.0.0
534	C21_G12_LGA	ABS	1.0.0
535	C21_G12_POA	ABS	1.0.0
536	C21_G12_SA2	ABS	1.0.0
537	C21_G12_SAL	ABS	1.0.0
538	C21_G12_SED	ABS	1.0.0
539	C21_G12_SUA	ABS	1.0.0
540	C21_G12_UCL	ABS	1.0.0
541	C21_G13_CED	ABS	1.0.0
542	C21_G13_LGA	ABS	1.0.0
543	C21_G13_POA	ABS	1.0.0
544	C21_G13_SA2	ABS	1.0.0
545	C21_G13_SAL	ABS	1.0.0
546	C21_G13_SED	ABS	1.0.0
547	C21_G13_SUA	ABS	1.0.0
548	C21_G13_UCL	ABS	1.0.0
549	C21_G14_CED	ABS	1.0.0
550	C21_G14_LGA	ABS	1.0.0
551	C21_G14_POA	ABS	1.0.0
552	C21_G14_SA2	ABS	1.0.0
553	C21_G14_SAL	ABS	1.0.0
554	C21_G14_SED	ABS	1.0.0
555	C21_G14_SUA	ABS	1.0.0
556	C21_G14_UCL	ABS	1.0.0
557	C21_G15_CED	ABS	1.0.0
558	C21_G15_LGA	ABS	1.0.0
559	C21_G15_POA	ABS	1.0.0
560	C21_G15_SA2	ABS	1.0.0
561	C21_G15_SAL	ABS	1.0.0
562	C21_G15_SED	ABS	1.0.0
563	C21_G15_SUA	ABS	1.0.0
564	C21_G15_UCL	ABS	1.0.0
565	C21_G16_CED	ABS	1.0.0
566	C21_G16_LGA	ABS	1.0.0
567	C21_G16_POA	ABS	1.0.0
568	C21_G16_SA2	ABS	1.0.0
569	C21_G16_SAL	ABS	1.0.0
570	C21_G16_SED	ABS	1.0.0
571	C21_G16_SUA	ABS	1.0.0
572	C21_G16_UCL	ABS	1.0.0
573	C21_G17_CED	ABS	1.0.0
574	C21_G17_LGA	ABS	1.0.0
575	C21_G17_POA	ABS	1.0.0
576	C21_G17_SA2	ABS	1.0.0
577	C21_G17_SAL	ABS	1.0.0
578	C21_G17_SED	ABS	1.0.0
579	C21_G17_SUA	ABS	1.0.0
580	C21_G17_UCL	ABS	1.0.0
581	C21_G18_CED	ABS	1.0.0
582	C21_G18_LGA	ABS	1.0.0
583	C21_G18_POA	ABS	1.0.0
584	C21_G18_SA2	ABS	1.0.0
585	C21_G18_SAL	ABS	1.0.0
586	C21_G18_SED	ABS	1.0.0
587	C21_G18_SUA	ABS	1.0.0
588	C21_G18_UCL	ABS	1.0.0
589	C21_G19_CED	ABS	1.0.0
590	C21_G19_LGA	ABS	1.0.0
591	C21_G19_POA	ABS	1.0.0
592	C21_G19_SA2	ABS	1.0.0
593	C21_G19_SAL	ABS	1.0.0
594	C21_G19_SED	ABS	1.0.0
595	C21_G19_SUA	ABS	1.0.0
596	C21_G19_UCL	ABS	1.0.0
597	C21_G20_CED	ABS	1.0.0
598	C21_G20_LGA	ABS	1.0.0
599	C21_G20_POA	ABS	1.0.0
600	C21_G20_SA2	ABS	1.0.0
601	C21_G20_SAL	ABS	1.0.0
602	C21_G20_SED	ABS	1.0.0
603	C21_G20_SUA	ABS	1.0.0
604	C21_G20_UCL	ABS	1.0.0
605	C21_G21_CED	ABS	1.0.0
606	C21_G21_LGA	ABS	1.0.0
607	C21_G21_POA	ABS	1.0.0
608	C21_G21_SA2	ABS	1.0.0
609	C21_G21_SAL	ABS	1.0.0
610	C21_G21_SED	ABS	1.0.0
611	C21_G21_SUA	ABS	1.0.0
612	C21_G21_UCL	ABS	1.0.0
613	C21_G22_CED	ABS	1.0.0
614	C21_G22_LGA	ABS	1.0.0
615	C21_G22_POA	ABS	1.0.0
616	C21_G22_SA2	ABS	1.0.0
617	C21_G22_SAL	ABS	1.0.0
618	C21_G22_SED	ABS	1.0.0
619	C21_G22_SUA	ABS	1.0.0
620	C21_G22_UCL	ABS	1.0.0
621	C21_G23_CED	ABS	1.0.0
622	C21_G23_LGA	ABS	1.0.0
623	C21_G23_POA	ABS	1.0.0
624	C21_G23_SA2	ABS	1.0.0
625	C21_G23_SAL	ABS	1.0.0
626	C21_G23_SED	ABS	1.0.0
627	C21_G23_SUA	ABS	1.0.0
628	C21_G23_UCL	ABS	1.0.0
629	C21_G24_CED	ABS	1.0.0
630	C21_G24_LGA	ABS	1.0.0
631	C21_G24_POA	ABS	1.0.0
632	C21_G24_SA2	ABS	1.0.0
633	C21_G24_SAL	ABS	1.0.0
634	C21_G24_SED	ABS	1.0.0
635	C21_G24_SUA	ABS	1.0.0
636	C21_G24_UCL	ABS	1.0.0
637	C21_G25_CED	ABS	1.0.0
638	C21_G25_LGA	ABS	1.0.0
639	C21_G25_POA	ABS	1.0.0
640	C21_G25_SA2	ABS	1.0.0
641	C21_G25_SAL	ABS	1.0.0
642	C21_G25_SED	ABS	1.0.0
643	C21_G25_SUA	ABS	1.0.0
644	C21_G25_UCL	ABS	1.0.0
645	C21_G26_CED	ABS	1.0.0
646	C21_G26_LGA	ABS	1.0.0
647	C21_G26_POA	ABS	1.0.0
648	C21_G26_SA2	ABS	1.0.0
649	C21_G26_SAL	ABS	1.0.0
650	C21_G26_SED	ABS	1.0.0
651	C21_G26_SUA	ABS	1.0.0
652	C21_G26_UCL	ABS	1.0.0
653	C21_G27_CED	ABS	1.0.0
654	C21_G27_LGA	ABS	1.0.0
655	C21_G27_POA	ABS	1.0.0
656	C21_G27_SA2	ABS	1.0.0
657	C21_G27_SAL	ABS	1.0.0
658	C21_G27_SED	ABS	1.0.0
659	C21_G27_SUA	ABS	1.0.0
660	C21_G27_UCL	ABS	1.0.0
661	C21_G28_CED	ABS	1.0.0
662	C21_G28_LGA	ABS	1.0.0
663	C21_G28_POA	ABS	1.0.0
664	C21_G28_SA2	ABS	1.0.0
665	C21_G28_SAL	ABS	1.0.0
666	C21_G28_SED	ABS	1.0.0
667	C21_G28_SUA	ABS	1.0.0
668	C21_G28_UCL	ABS	1.0.0
669	C21_G29_CED	ABS	1.0.0
670	C21_G29_LGA	ABS	1.0.0
671	C21_G29_POA	ABS	1.0.0
672	C21_G29_SA2	ABS	1.0.0
673	C21_G29_SAL	ABS	1.0.0
674	C21_G29_SED	ABS	1.0.0
675	C21_G29_SUA	ABS	1.0.0
676	C21_G29_UCL	ABS	1.0.0
677	C21_G30_CED	ABS	1.0.0
678	C21_G30_LGA	ABS	1.0.0
679	C21_G30_POA	ABS	1.0.0
680	C21_G30_SA2	ABS	1.0.0
681	C21_G30_SAL	ABS	1.0.0
682	C21_G30_SED	ABS	1.0.0
683	C21_G30_SUA	ABS	1.0.0
684	C21_G30_UCL	ABS	1.0.0
685	C21_G31_CED	ABS	1.0.0
686	C21_G31_LGA	ABS	1.0.0
687	C21_G31_POA	ABS	1.0.0
688	C21_G31_SA2	ABS	1.0.0
689	C21_G31_SAL	ABS	1.0.0
690	C21_G31_SED	ABS	1.0.0
691	C21_G31_SUA	ABS	1.0.0
692	C21_G31_UCL	ABS	1.0.0
693	C21_G32_CED	ABS	1.0.0
694	C21_G32_LGA	ABS	1.0.0
695	C21_G32_POA	ABS	1.0.0
696	C21_G32_SA2	ABS	1.0.0
697	C21_G32_SAL	ABS	1.0.0
698	C21_G32_SED	ABS	1.0.0
699	C21_G32_SUA	ABS	1.0.0
700	C21_G32_UCL	ABS	1.0.0
701	C21_G33_CED	ABS	1.0.0
702	C21_G33_LGA	ABS	1.0.0
703	C21_G33_POA	ABS	1.0.0
704	C21_G33_SA2	ABS	1.0.0
705	C21_G33_SAL	ABS	1.0.0
706	C21_G33_SED	ABS	1.0.0
707	C21_G33_SUA	ABS	1.0.0
708	C21_G33_UCL	ABS	1.0.0
709	C21_G34_CED	ABS	1.0.0
710	C21_G34_LGA	ABS	1.0.0
711	C21_G34_POA	ABS	1.0.0
712	C21_G34_SA2	ABS	1.0.0
713	C21_G34_SAL	ABS	1.0.0
714	C21_G34_SED	ABS	1.0.0
715	C21_G34_SUA	ABS	1.0.0
716	C21_G34_UCL	ABS	1.0.0
717	C21_G35_CED	ABS	1.0.0
718	C21_G35_LGA	ABS	1.0.0
719	C21_G35_POA	ABS	1.0.0
720	C21_G35_SA2	ABS	1.0.0
721	C21_G35_SAL	ABS	1.0.0
722	C21_G35_SED	ABS	1.0.0
723	C21_G35_SUA	ABS	1.0.0
724	C21_G35_UCL	ABS	1.0.0
725	C21_G36_CED	ABS	1.0.0
726	C21_G36_LGA	ABS	1.0.0
727	C21_G36_POA	ABS	1.0.0
728	C21_G36_SA2	ABS	1.0.0
729	C21_G36_SAL	ABS	1.0.0
730	C21_G36_SED	ABS	1.0.0
731	C21_G36_SUA	ABS	1.0.0
732	C21_G36_UCL	ABS	1.0.0
733	C21_G37_CED	ABS	1.0.0
734	C21_G37_LGA	ABS	1.0.0
735	C21_G37_POA	ABS	1.0.0
736	C21_G37_SA2	ABS	1.0.0
737	C21_G37_SAL	ABS	1.0.0
738	C21_G37_SED	ABS	1.0.0
739	C21_G37_SUA	ABS	1.0.0
740	C21_G37_UCL	ABS	1.0.0
741	C21_G38_CED	ABS	1.0.0
742	C21_G38_LGA	ABS	1.0.0
743	C21_G38_POA	ABS	1.0.0
744	C21_G38_SA2	ABS	1.0.0
745	C21_G38_SAL	ABS	1.0.0
746	C21_G38_SED	ABS	1.0.0
747	C21_G38_SUA	ABS	1.0.0
748	C21_G38_UCL	ABS	1.0.0
749	C21_G39_CED	ABS	1.0.0
750	C21_G39_LGA	ABS	1.0.0
751	C21_G39_POA	ABS	1.0.0
752	C21_G39_SA2	ABS	1.0.0
753	C21_G39_SAL	ABS	1.0.0
754	C21_G39_SED	ABS	1.0.0
755	C21_G39_SUA	ABS	1.0.0
756	C21_G39_UCL	ABS	1.0.0
757	C21_G40_CED	ABS	1.0.0
758	C21_G40_LGA	ABS	1.0.0
759	C21_G40_POA	ABS	1.0.0
760	C21_G40_SA2	ABS	1.0.0
761	C21_G40_SAL	ABS	1.0.0
762	C21_G40_SED	ABS	1.0.0
763	C21_G40_SUA	ABS	1.0.0
764	C21_G40_UCL	ABS	1.0.0
765	C21_G41_CED	ABS	1.0.0
766	C21_G41_LGA	ABS	1.0.0
767	C21_G41_POA	ABS	1.0.0
768	C21_G41_SA2	ABS	1.0.0
769	C21_G41_SAL	ABS	1.0.0
770	C21_G41_SED	ABS	1.0.0
771	C21_G41_SUA	ABS	1.0.0
772	C21_G41_UCL	ABS	1.0.0
773	C21_G42_CED	ABS	1.0.0
774	C21_G42_LGA	ABS	1.0.0
775	C21_G42_POA	ABS	1.0.0
776	C21_G42_SA2	ABS	1.0.0
777	C21_G42_SAL	ABS	1.0.0
778	C21_G42_SED	ABS	1.0.0
779	C21_G42_SUA	ABS	1.0.0
780	C21_G42_UCL	ABS	1.0.0
781	C21_G43_CED	ABS	1.0.0
782	C21_G43_LGA	ABS	1.0.0
783	C21_G43_POA	ABS	1.0.0
784	C21_G43_SA2	ABS	1.0.0
785	C21_G43_SAL	ABS	1.0.0
786	C21_G43_SED	ABS	1.0.0
787	C21_G43_SUA	ABS	1.0.0
788	C21_G43_UCL	ABS	1.0.0
789	C21_G44_CED	ABS	1.0.0
790	C21_G44_LGA	ABS	1.0.0
791	C21_G44_POA	ABS	1.0.0
792	C21_G44_SA2	ABS	1.0.0
793	C21_G44_SAL	ABS	1.0.0
794	C21_G44_SED	ABS	1.0.0
795	C21_G44_SUA	ABS	1.0.0
796	C21_G44_UCL	ABS	1.0.0
797	C21_G45_CED	ABS	1.0.0
798	C21_G45_LGA	ABS	1.0.0
799	C21_G45_POA	ABS	1.0.0
800	C21_G45_SA2	ABS	1.0.0
801	C21_G45_SAL	ABS	1.0.0
802	C21_G45_SED	ABS	1.0.0
803	C21_G45_SUA	ABS	1.0.0
804	C21_G45_UCL	ABS	1.0.0
805	C21_G46_CED	ABS	1.0.0
806	C21_G46_LGA	ABS	1.0.0
807	C21_G46_POA	ABS	1.0.0
808	C21_G46_SA2	ABS	1.0.0
809	C21_G46_SAL	ABS	1.0.0
810	C21_G46_SED	ABS	1.0.0
811	C21_G46_SUA	ABS	1.0.0
812	C21_G46_UCL	ABS	1.0.0
813	C21_G47_CED	ABS	1.0.0
814	C21_G47_LGA	ABS	1.0.0
815	C21_G47_POA	ABS	1.0.0
816	C21_G47_SA2	ABS	1.0.0
817	C21_G47_SAL	ABS	1.0.0
818	C21_G47_SED	ABS	1.0.0
819	C21_G47_SUA	ABS	1.0.0
820	C21_G47_UCL	ABS	1.0.0
821	C21_G48_CED	ABS	1.0.0
822	C21_G48_LGA	ABS	1.0.0
823	C21_G48_POA	ABS	1.0.0
824	C21_G48_SA2	ABS	1.0.0
825	C21_G48_SAL	ABS	1.0.0
826	C21_G48_SED	ABS	1.0.0
827	C21_G48_SUA	ABS	1.0.0
828	C21_G48_UCL	ABS	1.0.0
829	C21_G49_CED	ABS	1.0.0
830	C21_G49_LGA	ABS	1.0.0
831	C21_G49_POA	ABS	1.0.0
832	C21_G49_SA2	ABS	1.0.0
833	C21_G49_SAL	ABS	1.0.0
834	C21_G49_SED	ABS	1.0.0
835	C21_G49_SUA	ABS	1.0.0
836	C21_G49_UCL	ABS	1.0.0
837	C21_G50_CED	ABS	1.0.0
838	C21_G50_LGA	ABS	1.0.0
839	C21_G50_POA	ABS	1.0.0
840	C21_G50_SA2	ABS	1.0.0
841	C21_G50_SAL	ABS	1.0.0
842	C21_G50_SED	ABS	1.0.0
843	C21_G50_SUA	ABS	1.0.0
844	C21_G50_UCL	ABS	1.0.0
845	C21_G51_CED	ABS	1.0.0
846	C21_G51_LGA	ABS	1.0.0
847	C21_G51_POA	ABS	1.0.0
848	C21_G51_SA2	ABS	1.0.0
849	C21_G51_SAL	ABS	1.0.0
850	C21_G51_SED	ABS	1.0.0
851	C21_G51_SUA	ABS	1.0.0
852	C21_G51_UCL	ABS	1.0.0
853	C21_G52_CED	ABS	1.0.0
854	C21_G52_LGA	ABS	1.0.0
855	C21_G52_POA	ABS	1.0.0
856	C21_G52_SA2	ABS	1.0.0
857	C21_G52_SAL	ABS	1.0.0
858	C21_G52_SED	ABS	1.0.0
859	C21_G52_SUA	ABS	1.0.0
860	C21_G52_UCL	ABS	1.0.0
861	C21_G53_CED	ABS	1.0.0
862	C21_G53_LGA	ABS	1.0.0
863	C21_G53_POA	ABS	1.0.0
864	C21_G53_SA2	ABS	1.0.0
865	C21_G53_SAL	ABS	1.0.0
866	C21_G53_SED	ABS	1.0.0
867	C21_G53_SUA	ABS	1.0.0
868	C21_G53_UCL	ABS	1.0.0
869	C21_G54_CED	ABS	1.0.0
870	C21_G54_LGA	ABS	1.0.0
871	C21_G54_POA	ABS	1.0.0
872	C21_G54_SA2	ABS	1.0.0
873	C21_G54_SAL	ABS	1.0.0
874	C21_G54_SED	ABS	1.0.0
875	C21_G54_SUA	ABS	1.0.0
876	C21_G54_UCL	ABS	1.0.0
877	C21_G55_CED	ABS	1.0.0
878	C21_G55_LGA	ABS	1.0.0
879	C21_G55_POA	ABS	1.0.0
880	C21_G55_SA2	ABS	1.0.0
881	C21_G55_SAL	ABS	1.0.0
882	C21_G55_SED	ABS	1.0.0
883	C21_G55_SUA	ABS	1.0.0
884	C21_G55_UCL	ABS	1.0.0
885	C21_G56_CED	ABS	1.0.0
886	C21_G56_LGA	ABS	1.0.0
887	C21_G56_POA	ABS	1.0.0
888	C21_G56_SA2	ABS	1.0.0
889	C21_G56_SAL	ABS	1.0.0
890	C21_G56_SED	ABS	1.0.0
891	C21_G56_SUA	ABS	1.0.0
892	C21_G56_UCL	ABS	1.0.0
893	C21_G57_CED	ABS	1.0.0
894	C21_G57_LGA	ABS	1.0.0
895	C21_G57_POA	ABS	1.0.0
896	C21_G57_SA2	ABS	1.0.0
897	C21_G57_SAL	ABS	1.0.0
898	C21_G57_SED	ABS	1.0.0
899	C21_G57_SUA	ABS	1.0.0
900	C21_G57_UCL	ABS	1.0.0
901	C21_G58_CED	ABS	1.0.0
902	C21_G58_LGA	ABS	1.0.0
903	C21_G58_POA	ABS	1.0.0
904	C21_G58_SA2	ABS	1.0.0
905	C21_G58_SAL	ABS	1.0.0
906	C21_G58_SED	ABS	1.0.0
907	C21_G58_SUA	ABS	1.0.0
908	C21_G58_UCL	ABS	1.0.0
909	C21_G59_CED	ABS	1.0.0
910	C21_G59_LGA	ABS	1.0.0
911	C21_G59_POA	ABS	1.0.0
912	C21_G59_SA2	ABS	1.0.0
913	C21_G59_SAL	ABS	1.0.0
914	C21_G59_SED	ABS	1.0.0
915	C21_G59_SUA	ABS	1.0.0
916	C21_G59_UCL	ABS	1.0.0
917	C21_G60_CED	ABS	1.0.0
918	C21_G60_LGA	ABS	1.0.0
919	C21_G60_POA	ABS	1.0.0
920	C21_G60_SA2	ABS	1.0.0
921	C21_G60_SAL	ABS	1.0.0
922	C21_G60_SED	ABS	1.0.0
923	C21_G60_SUA	ABS	1.0.0
924	C21_G60_UCL	ABS	1.0.0
925	C21_G61_CED	ABS	1.0.0
926	C21_G61_LGA	ABS	1.0.0
927	C21_G61_POA	ABS	1.0.0
928	C21_G61_SA2	ABS	1.0.0
929	C21_G61_SAL	ABS	1.0.0
930	C21_G61_SED	ABS	1.0.0
931	C21_G61_SUA	ABS	1.0.0
932	C21_G61_UCL	ABS	1.0.0
933	C21_G62_CED	ABS	1.0.0
934	C21_G62_LGA	ABS	1.0.0
935	C21_G62_POA	ABS	1.0.0
936	C21_G62_SA2	ABS	1.0.0
937	C21_G62_SAL	ABS	1.0.0
938	C21_G62_SED	ABS	1.0.0
939	C21_G62_SUA	ABS	1.0.0
940	C21_G62_UCL	ABS	1.0.0
941	C21_T01_LGA	ABS	1.0.0
942	C21_T01_SA2	ABS	1.0.0
943	C21_T02_LGA	ABS	1.0.0
944	C21_T02_SA2	ABS	1.0.0
945	C21_T03_LGA	ABS	1.0.0
946	C21_T03_SA2	ABS	1.0.0
947	C21_T04_LGA	ABS	1.0.0
948	C21_T04_SA2	ABS	1.0.0
949	C21_T05_LGA	ABS	1.0.0
950	C21_T05_SA2	ABS	1.0.0
951	C21_T06_LGA	ABS	1.0.0
952	C21_T06_SA2	ABS	1.0.0
953	C21_T07_LGA	ABS	1.0.0
954	C21_T07_SA2	ABS	1.0.0
955	C21_T08_LGA	ABS	1.0.0
956	C21_T08_SA2	ABS	1.0.0
957	C21_T09_LGA	ABS	1.0.0
958	C21_T09_SA2	ABS	1.0.0
959	C21_T10_LGA	ABS	1.0.0
960	C21_T10_SA2	ABS	1.0.0
961	C21_T11_LGA	ABS	1.0.0
962	C21_T11_SA2	ABS	1.0.0
963	C21_T12_LGA	ABS	1.0.0
964	C21_T12_SA2	ABS	1.0.0
965	C21_T13_LGA	ABS	1.0.0
966	C21_T13_SA2	ABS	1.0.0
967	C21_T14_LGA	ABS	1.0.0
968	C21_T14_SA2	ABS	1.0.0
969	C21_T15_LGA	ABS	1.0.0
970	C21_T15_SA2	ABS	1.0.0
971	C21_T16_LGA	ABS	1.0.0
972	C21_T16_SA2	ABS	1.0.0
973	C21_T17_LGA	ABS	1.0.0
974	C21_T17_SA2	ABS	1.0.0
975	C21_T18_LGA	ABS	1.0.0
976	C21_T18_SA2	ABS	1.0.0
977	C21_T19_LGA	ABS	1.0.0
978	C21_T19_SA2	ABS	1.0.0
979	C21_T20_LGA	ABS	1.0.0
980	C21_T20_SA2	ABS	1.0.0
981	C21_T21_LGA	ABS	1.0.0
982	C21_T21_SA2	ABS	1.0.0
983	C21_T22_LGA	ABS	1.0.0
984	C21_T22_SA2	ABS	1.0.0
985	C21_T23_LGA	ABS	1.0.0
986	C21_T23_SA2	ABS	1.0.0
987	C21_T24_LGA	ABS	1.0.0
988	C21_T24_SA2	ABS	1.0.0
989	C21_T25_LGA	ABS	1.0.0
990	C21_T25_SA2	ABS	1.0.0
991	C21_T26_LGA	ABS	1.0.0
992	C21_T26_SA2	ABS	1.0.0
993	C21_T27_LGA	ABS	1.0.0
994	C21_T27_SA2	ABS	1.0.0
995	C21_T28_LGA	ABS	1.0.0
996	C21_T28_SA2	ABS	1.0.0
997	C21_T29_LGA	ABS	1.0.0
998	C21_T29_SA2	ABS	1.0.0
999	C21_T30_LGA	ABS	1.0.0
1000	C21_T30_SA2	ABS	1.0.0
1001	C21_T31_LGA	ABS	1.0.0
1002	C21_T31_SA2	ABS	1.0.0
1003	C21_T32_LGA	ABS	1.0.0
1004	C21_T32_SA2	ABS	1.0.0
1005	C21_T33_LGA	ABS	1.0.0
1006	C21_T33_SA2	ABS	1.0.0
1007	C21_T34_LGA	ABS	1.0.0
1008	C21_T34_SA2	ABS	1.0.0
1009	C21_T35_LGA	ABS	1.0.0
1010	C21_T35_SA2	ABS	1.0.0
1011	CAPEX	ABS	1.0.0
1012	CONFINEMENTS_NUPTIALITY	ABS	1.0.0
1013	CONFINEMENTS_PLURALITY	ABS	1.0.0
1014	COVID_HI	ABS	1.0.0
1015	COVID_HS	ABS	1.0.0
1016	COVID_SALTS	ABS	1.0.0
1017	COVID_SC	ABS	1.0.0
1018	CPI	ABS	1.1.0
1019	CPI_M	ABS	1.0.0
1020	CWD	ABS	1.0.0
1021	DEATHS_AGESPECIFIC_OCCURENCEYEAR	ABS	1.0.0
1022	DEATHS_AGESPECIFIC_REGISTRATIONYEAR	ABS	1.0.0
1023	DEATHS_AGESPECIFIC_REGISTRATIONYEAR_1	ABS	1.0.0
1024	DEATHS_INDIGENOUS	ABS	1.0.0
1025	DEATHS_INDIGENOUS_SUMMARY	ABS	1.0.0
1026	DEATHS_MARITAL_STATUS	ABS	1.0.0
1027	DEATHS_MONTHOCCURENCE	ABS	1.0.0
1028	DEATHS_SUMMARY	ABS	1.0.0
1029	ERP_ASGS2016	ABS	1.0.0
1030	ERP_ASGS2021	ABS	1.0.0
1031	ERP_COB	ABS	1.0.0
1032	ERP_COMP_LGA2019	ABS	1.0.0
1033	ERP_COMP_LGA2020	ABS	1.0.0
1034	ERP_COMP_LGA2021	ABS	1.0.0
1035	ERP_COMP_Q	ABS	1.0.0
1036	ERP_COMP_SA	ABS	1.0.0
1037	ERP_LGA2019	ABS	1.0.0
1038	ERP_LGA2020	ABS	1.0.0
1039	ERP_LGA2021	ABS	1.0.0
1040	ERP_Q	ABS	1.0.0
1041	EWD	ABS	1.0.0
1042	FERTILITY_AGE_STATE	ABS	1.0.0
1043	INFANTDEATHS_REGISTRATIONYEAR	ABS	1.0.0
1044	INFANTDEATHS_YEAROCCURENCE	ABS	1.0.0
1045	ITGS	ABS	1.0.0
1046	ITPI_EXP	ABS	1.0.0
1047	ITPI_IMP	ABS	1.0.0
1048	JV	ABS	1.0.0
1049	LCI	ABS	1.0.0
1050	LC_CM_15	ABS	1.0.0
1051	LC_CM_YR	ABS	1.0.0
1052	LC_PA_15	ABS	1.0.0
1053	LC_PA_YR	ABS	1.0.0
1054	LC_TS	ABS	1.0.0
1055	LEND_BUSINESS	ABS	1.0.0
1056	LEND_HOUSING	ABS	1.0.0
1057	LEND_PERSONAL	ABS	1.0.0
1058	LF	ABS	1.0.0
1059	LT_CM_16	ABS	1.0.0
1060	LT_PA_16	ABS	1.0.0
1061	MERCH_EXP	ABS	1.0.0
1062	MERCH_IMP	ABS	1.0.0
1063	MIN_EXP	ABS	1.0.0
1064	NIM_CY	ABS	1.0.0
1065	NIM_FY	ABS	1.0.0
1066	NOM_CY	ABS	1.0.0
1067	NOM_FY	ABS	1.0.0
1068	OAD_COUNTRY	ABS	1.0.0
1069	OAD_REASON	ABS	1.0.0
1070	PATERNITY_AGE_STATE	ABS	1.0.0
1071	PET_EXP	ABS	1.0.0
1072	POPULATION_CLOCK	ABS	1.0.0
1073	POP_PROJ_2011	ABS	1.0.0
1074	POP_PROJ_REGION_2012_2061	ABS	1.0.0
1075	PPI	ABS	1.0.0
1076	PPI_FD	ABS	1.0.0
1077	PROV_MORTALITY	ABS	1.0.0
1078	PROV_MORTALITY_CAUSE	ABS	1.0.0
1079	PROV_MORTALITY_CAUSE_WK	ABS	1.0.0
1080	PROV_MORTALITY_WK	ABS	1.0.0
1081	QBIS	ABS	1.0.0
1082	RES_DWELL	ABS	1.0.0
1083	RES_DWELL_ST	ABS	1.0.0
1084	RIME_LGA2011	ABS	1.0.0
1085	RIME_REGION	ABS	1.0.0
1086	RIME_SA4_GCCSA_STE	ABS	1.0.0
1087	RIM_SA4_GCCSA_STE_H	ABS	1.0.0
1088	RIN_SA34_GCCSA_STE	ABS	1.0.0
1089	RPPI	ABS	1.0.0
1090	RT	ABS	1.0.0
1091	RT_AGG	ABS	1.0.0
1092	SEIFA_POA	ABS	1.0.0
1093	SEIFA_SA1	ABS	1.0.0
1094	SEIFA_SSC	ABS	1.0.0
1095	TRADE_SERV_CNTRY_CY	ABS	1.0.0
1096	TRADE_SERV_CNTRY_FY	ABS	1.0.0
1097	TRADE_SERV_STATE_CY	ABS	1.0.0
1098	TRADE_SERV_STATE_FY	ABS	1.0.0
1099	WPI	ABS	1.2.0
